,SMILES,MVS-A,Score,MVS-A percentile,Score percentile,Confirmed,Filter alerts
916,CCn1cc(C(=O)NCCCN2CCN(C)CC2)c(=O)c2cc(S(=O)(=O)N3CCc4ccccc4C3)ccc21,77.70180864236023,45.0,96.72380952380952,3.276190476190476,0,1.0
2578,Oc1c(Br)cc(Br)cc1C=Nc1cccnc1,77.70489945893937,36.0,96.68571428571428,3.3142857142857145,0,1.0
2095,O=C(C1CCCN(c2ncnc3c2nc2n3CCCCC2)C1)N1CCN(c2ccc(Cl)cc2)CC1,77.91151879781394,35.0,96.64761904761905,3.3523809523809525,0,0.0
329,CC1CCCC(C)N1CCCNC(=O)c1ccc2c(c1)NC(=O)c1ccccc1S2,77.93678503820013,9.0,96.60952380952381,3.3904761904761904,0,0.0
2320,O=C(Nc1ccc(S(=O)(=O)NC2=NCCCCC2)cc1)c1ccc(Cl)cc1Cl,77.99530885543098,66.0,96.57142857142857,3.4285714285714284,0,0.0
912,CCn1cc(C(=O)NCCCN2CC(C)CC(C)C2)c(=O)c2cc(S(=O)(=O)N(C)C3CCCCC3)ccc21,78.09675436997183,5.0,96.53333333333333,3.466666666666667,0,2.0
1107,COc1cc(OC)c2c(-c3ccccc3)cc(=O)oc2c1C(CCN1CCCC(C)C1)c1ccc(N(C)C)cc1,78.21954411681723,17.0,96.4952380952381,3.5047619047619047,0,3.0
755,CCOCCCNS(=O)(=O)c1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2Cl)cc1,78.47207597123847,54.0,96.45714285714286,3.5428571428571427,0,1.0
2321,O=C(Nc1ccc(S(=O)(=O)NCC2CCCO2)cc1)c1ccc(Cl)cc1[N+](=O)[O-],78.66986023066153,83.0,96.41904761904762,3.580952380952381,0,0.0
1415,CSc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)s1,78.86310748980588,46.0,96.38095238095238,3.619047619047619,0,1.0
569,CCCn1c2ccccc2c2cnn(CC(=O)NCCCN3CCCC(C)C3)c(=O)c21,78.87602344850025,24.0,96.34285714285714,3.657142857142857,0,0.0
2083,Nc1ncnc2c1ncn2C1OC(C(=O)NC2CC2)C(O)C1O,78.91483338065359,7.0,96.3047619047619,3.6952380952380954,0,0.0
2097,O=C(C1CCCN(c2ncnc3c2nc2n3CCCCC2)C1)N1CCN(c2cccc(Cl)c2)CC1,78.91601367626048,52.0,96.26666666666667,3.7333333333333334,0,0.0
2577,Oc1c(Br)cc(Br)cc1C=Nc1cccc2ncccc12,78.93306501653929,39.0,96.22857142857143,3.7714285714285714,0,2.0
1416,CSc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3F)ncc2Cl)s1,79.06091703558775,9.0,96.19047619047619,3.8095238095238093,0,1.0
2579,Oc1c(Br)cc(Br)cc1C=Nc1cn[nH]n1,79.09418770007959,22.0,96.15238095238095,3.8476190476190477,0,1.0
1708,Cc1ccc(S(=O)(=O)Nc2cccc(C(=O)NCC(c3ccco3)N3CCCCC3)c2)cc1F,79.16067944475347,89.0,96.11428571428571,3.8857142857142857,0,0.0
1108,COc1cc(OC)c2c(-c3ccccc3)cc(=O)oc2c1C(CCN1CCCC1)c1ccc2c(c1)OCO2,79.17403577474802,23.0,96.07619047619048,3.9238095238095236,0,2.0
763,CCOc1cc(/C=C2/C(=N)N3C(=NC2=O)SN=C3S(C)(=O)=O)ccc1OS(=O)(=O)c1ccccc1,79.43077805544948,13.0,96.03809523809524,3.961904761904762,0,5.0
2240,O=C(NC1CCCCC1)C(c1ccc2ncccc2c1)N(Cc1ccccc1)C(=O)c1ccc2c(c1)OCCO2,79.56401961414214,25.0,96.0,4.0,0,2.0
571,CCCn1c2ccccc2c2cnn(CC(=O)NCCCN3CCCCC3CC)c(=O)c21,79.65277060886409,32.0,95.96190476190476,4.038095238095238,0,1.0
578,CCCn1nc([N+](=O)[O-])c(C(C#N)c2nc3ccccc3s2)c(Cl)c1=O,80.02294464550074,75.0,95.92380952380952,4.076190476190476,0,0.0
1770,Cc1cccc(CN2C(=O)c3ccccc3S(=O)(=O)c3ccc(C(=O)NCCCN4CCCC4)cc32)c1,80.06987370185702,25.0,95.88571428571429,4.114285714285714,0,1.0
2508,O=[N+]([O-])c1cc(Cl)cc(/C=N/NC(=S)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1O,80.1402488631788,43.0,95.84761904761905,4.152380952380953,0,3.0
339,CC1CCCCC1NC(=O)c1ccc(CNc2c(N3CCCC3)c(=O)c2=O)cc1,80.30866039573199,29.0,95.80952380952381,4.190476190476191,0,1.0
2038,NC(=O)CC(NC(=O)c1ccccc1)c1ccc(N2CCCCCCC2)c([N+](=O)[O-])c1,80.45847898527661,59.0,95.75238095238095,4.247619047619048,0,0.0
2037,NC(=O)CC(NC(=O)c1ccccc1)c1ccc(N2CCCCCC2)c([N+](=O)[O-])c1,80.45847898527661,42.0,95.75238095238095,4.247619047619048,0,0.0
2507,O=[N+]([O-])c1cc(Cl)cc(/C=N/NC(=S)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2Cl)c1O,80.54994629617458,60.0,95.6952380952381,4.304761904761905,0,4.0
2187,O=C(C[n+]1cc(Br)cc2ccccc21)c1ccc(Br)cc1,80.59530486686472,14.0,95.65714285714286,4.3428571428571425,0,1.0
1088,COc1cc(C(CCN2CCCCC2)c2c(OC)cc(OC)c3c(-c4ccccc4)cc(=O)oc23)cc(OC)c1OC,80.68514852120953,37.0,95.61904761904762,4.380952380952381,0,3.0
464,CCCCN(CC)CCCNC(=S)Nc1ccc2nc(N3CCN(CC)CC3)cc(C)c2c1,80.75063125935623,59.0,95.58095238095238,4.419047619047619,0,2.0
